Sample;Date;N. individual;Locality;Family;Specie;AB;CC;LC;LP;LO;P;Sex;Reproductive condition;Social behavior;Trophic guild;Gradient;Habitat;Elevation
15;20/11/2017;270;Balsa_Real_2;Phyllostomidae;Gardnerycteris crenulatum;51.9;58.9;22.5;10.25;25.6;15.79;Female;None;great groups;insectivorous;Natural;Forest;365
15;20/11/2017;271;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;54.95;67.3;0;9.55;17.5;33.05;Male;None;great groups;frugivorous;Natural;Riparian;360
15;20/11/2017;272;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;53.3;66.25;0;10.95;15.95;32.28;Male;None;great groups;frugivorous;Natural;Riparian;360
15;20/11/2017;273;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;57.15;70.6;0;10.97;16.25;48.97;Female;gravid;great groups;frugivorous;Natural;Riparian;360
15;20/11/2017;274;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.95;67.45;0;11.15;16.35;36.87;Male;scrotal testicles;great groups;frugivorous;Natural;Riparian;360
15;20/11/2017;275;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;59.05;68.98;0;9.95;15.1;44.83;Female;gravid;great groups;frugivorous;Natural;Forest;365
15;20/11/2017;276;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;54.8;73.6;0;10.05;18.2;39.39;Male;scrotal testicles;great groups;frugivorous;Natural;Forest;367
15;20/11/2017;277;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.1;69.92;0;10.1;19.9;32.85;Male;None;great groups;frugivorous;Natural;Forest;365
15;20/11/2017;278;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;57.8;69.97;0;11.45;18.4;35.24;Male;None;great groups;frugivorous;Natural;Forest;365
15;20/11/2017;279;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.75;67.69;0;12.48;18.81;35.3;Female;infant;great groups;frugivorous;Natural;Forest;367
15;20/11/2017;280;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;52.99;17.1;0;11.25;17.1;29.25;Male;None;great groups;frugivorous;Natural;Forest;367
15;20/11/2017;281;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.75;73.7;0;10.15;16.1;44.72;Female;gravid;great groups;frugivorous;Natural;Forest;365
15;20/11/2017;282;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.6;72.99;0;9.94;18.8;35.94;Male;None;great groups;frugivorous;Natural;Forest;365
15;20/11/2017;283;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.6;77.81;0;10.66;17.45;37.14;Female;None;great groups;frugivorous;Natural;Forest;367
15;20/11/2017;284;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;57.45;75.75;0;9.55;16.8;40.62;Female;None;great groups;frugivorous;Natural;Forest;367
15;20/11/2017;285;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;53.7;66.7;0;9.6;16.6;29.79;Male;None;great groups;frugivorous;Natural;Forest;367
15;20/11/2017;286;Balsa_Real_2;Phyllostomidae;Artibeus fraterculus;56.94;76.7;0;9.97;19.2;37.93;Female;None;great groups;frugivorous;Natural;Forest;367
15;21/11/2017;287;Malvas_2;Phyllostomidae;Artibeus fraterculus;53.69;71.25;0;11.65;16.56;34.28;Male;scrotal testicles;great groups;frugivorous;Degraded;Forest;215
15;21/11/2017;288;Malvas_2;Phyllostomidae;Artibeus fraterculus;54.68;71.05;0;10.62;17.19;31.74;Male;None;great groups;frugivorous;Degraded;Forest;215
15;21/11/2017;289;Malvas_2;Molossidae;Molossus molossus;30.02;55.07;34.1;6.45;9.77;13.61;Male;None;great groups;insectivorous;Degraded;Forest;215
15;22/11/2017;290;Malvas_1;Phyllostomidae;Artibeus fraterculus;57.02;77.61;0;11.44;18.25;46.45;Female;gravid;great groups;frugivorous;Degraded;Riparian;310
